"","Region","Modification","Frequency","axisGroup","Expression","SampleGenes"
"203","DownstreamIntergenic","H4K12ac",4.91803278688525,140,"No Expression","clusteredNLRs_Leaf"
"204","DownstreamIntergenic","H3K27me1",9.83606557377049,140,"No Expression","clusteredNLRs_Leaf"
"205","DownstreamIntergenic","H4K16ac",3.27868852459016,140,"No Expression","clusteredNLRs_Leaf"
"206","DownstreamIntergenic","H3K14ac",4.91803278688525,140,"No Expression","clusteredNLRs_Leaf"
"207","DownstreamIntergenic","H2A",3.27868852459016,140,"No Expression","clusteredNLRs_Leaf"
"208","DownstreamIntergenic","H3",1.63934426229508,140,"No Expression","clusteredNLRs_Leaf"
"209","DownstreamIntergenic","H2A-X",0,140,"No Expression","clusteredNLRs_Leaf"
"210","DownstreamIntergenic","H3K18ac",1.63934426229508,140,"No Expression","clusteredNLRs_Leaf"
"211","UpstreamIntergenic","H3-3",26.4150943396226,-60,"Low Expression","clusteredNLRs_Leaf"
"212","UpstreamIntergenic","H3K9me2",3.77358490566038,-60,"Low Expression","clusteredNLRs_Leaf"
"213","UpstreamIntergenic","H3K27me3",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"214","UpstreamIntergenic","H2A-Z",18.8679245283019,-60,"Low Expression","clusteredNLRs_Leaf"
"215","UpstreamIntergenic","H2AK121ub",13.2075471698113,-60,"Low Expression","clusteredNLRs_Leaf"
"216","UpstreamIntergenic","H3ac",0,-60,"Low Expression","clusteredNLRs_Leaf"
"217","UpstreamIntergenic","H3K4me3",9.43396226415094,-60,"Low Expression","clusteredNLRs_Leaf"
"218","UpstreamIntergenic","H3K36me3",1.88679245283019,-60,"Low Expression","clusteredNLRs_Leaf"
"219","UpstreamIntergenic","H3K27ac",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"220","UpstreamIntergenic","H4K5ac",11.3207547169811,-60,"Low Expression","clusteredNLRs_Leaf"
"221","UpstreamIntergenic","H4K8ac",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"222","UpstreamIntergenic","H3-1",7.54716981132075,-60,"Low Expression","clusteredNLRs_Leaf"
"223","UpstreamIntergenic","H3K9ac",20.7547169811321,-60,"Low Expression","clusteredNLRs_Leaf"
"224","UpstreamIntergenic","H4K12ac",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"225","UpstreamIntergenic","H3K27me1",7.54716981132075,-60,"Low Expression","clusteredNLRs_Leaf"
"226","UpstreamIntergenic","H4K16ac",7.54716981132075,-60,"Low Expression","clusteredNLRs_Leaf"
"227","UpstreamIntergenic","H3K14ac",9.43396226415094,-60,"Low Expression","clusteredNLRs_Leaf"
"228","UpstreamIntergenic","H2A",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"229","UpstreamIntergenic","H3",5.66037735849057,-60,"Low Expression","clusteredNLRs_Leaf"
"230","UpstreamIntergenic","H2A-X",1.88679245283019,-60,"Low Expression","clusteredNLRs_Leaf"
"231","UpstreamIntergenic","H3K18ac",1.88679245283019,-60,"Low Expression","clusteredNLRs_Leaf"
"232","Promotor1000","H3-3",37.7358490566038,-40,"Low Expression","clusteredNLRs_Leaf"
"233","Promotor1000","H3K9me2",1.88679245283019,-40,"Low Expression","clusteredNLRs_Leaf"
"234","Promotor1000","H3K27me3",5.66037735849057,-40,"Low Expression","clusteredNLRs_Leaf"
"235","Promotor1000","H2A-Z",60.377358490566,-40,"Low Expression","clusteredNLRs_Leaf"
"236","Promotor1000","H2AK121ub",33.9622641509434,-40,"Low Expression","clusteredNLRs_Leaf"
"237","Promotor1000","H3ac",0,-40,"Low Expression","clusteredNLRs_Leaf"
"238","Promotor1000","H3K4me3",33.9622641509434,-40,"Low Expression","clusteredNLRs_Leaf"
"239","Promotor1000","H3K36me3",20.7547169811321,-40,"Low Expression","clusteredNLRs_Leaf"
"240","Promotor1000","H3K27ac",28.3018867924528,-40,"Low Expression","clusteredNLRs_Leaf"
"241","Promotor1000","H4K5ac",30.188679245283,-40,"Low Expression","clusteredNLRs_Leaf"
"242","Promotor1000","H4K8ac",33.9622641509434,-40,"Low Expression","clusteredNLRs_Leaf"
"243","Promotor1000","H3-1",18.8679245283019,-40,"Low Expression","clusteredNLRs_Leaf"
"244","Promotor1000","H3K9ac",54.7169811320755,-40,"Low Expression","clusteredNLRs_Leaf"
"245","Promotor1000","H4K12ac",32.0754716981132,-40,"Low Expression","clusteredNLRs_Leaf"
"246","Promotor1000","H3K27me1",9.43396226415094,-40,"Low Expression","clusteredNLRs_Leaf"
"247","Promotor1000","H4K16ac",35.8490566037736,-40,"Low Expression","clusteredNLRs_Leaf"
"248","Promotor1000","H3K14ac",35.8490566037736,-40,"Low Expression","clusteredNLRs_Leaf"
"249","Promotor1000","H2A",16.9811320754717,-40,"Low Expression","clusteredNLRs_Leaf"
"250","Promotor1000","H3",9.43396226415094,-40,"Low Expression","clusteredNLRs_Leaf"
"251","Promotor1000","H2A-X",3.77358490566038,-40,"Low Expression","clusteredNLRs_Leaf"
"252","Promotor1000","H3K18ac",11.3207547169811,-40,"Low Expression","clusteredNLRs_Leaf"
"253","Promotor500","H3-3",15.0943396226415,-20,"Low Expression","clusteredNLRs_Leaf"
"254","Promotor500","H3K9me2",0,-20,"Low Expression","clusteredNLRs_Leaf"
"255","Promotor500","H3K27me3",5.66037735849057,-20,"Low Expression","clusteredNLRs_Leaf"
"256","Promotor500","H2A-Z",66.0377358490566,-20,"Low Expression","clusteredNLRs_Leaf"
"257","Promotor500","H2AK121ub",33.9622641509434,-20,"Low Expression","clusteredNLRs_Leaf"
"258","Promotor500","H3ac",0,-20,"Low Expression","clusteredNLRs_Leaf"
"259","Promotor500","H3K4me3",62.2641509433962,-20,"Low Expression","clusteredNLRs_Leaf"
"260","Promotor500","H3K36me3",33.9622641509434,-20,"Low Expression","clusteredNLRs_Leaf"
"261","Promotor500","H3K27ac",37.7358490566038,-20,"Low Expression","clusteredNLRs_Leaf"
"262","Promotor500","H4K5ac",45.2830188679245,-20,"Low Expression","clusteredNLRs_Leaf"
"263","Promotor500","H4K8ac",37.7358490566038,-20,"Low Expression","clusteredNLRs_Leaf"
"264","Promotor500","H3-1",5.66037735849057,-20,"Low Expression","clusteredNLRs_Leaf"
"265","Promotor500","H3K9ac",67.9245283018868,-20,"Low Expression","clusteredNLRs_Leaf"
"266","Promotor500","H4K12ac",33.9622641509434,-20,"Low Expression","clusteredNLRs_Leaf"
"267","Promotor500","H3K27me1",1.88679245283019,-20,"Low Expression","clusteredNLRs_Leaf"
"268","Promotor500","H4K16ac",30.188679245283,-20,"Low Expression","clusteredNLRs_Leaf"
"269","Promotor500","H3K14ac",37.7358490566038,-20,"Low Expression","clusteredNLRs_Leaf"
"270","Promotor500","H2A",1.88679245283019,-20,"Low Expression","clusteredNLRs_Leaf"
"271","Promotor500","H3",0,-20,"Low Expression","clusteredNLRs_Leaf"
"272","Promotor500","H2A-X",1.88679245283019,-20,"Low Expression","clusteredNLRs_Leaf"
"273","Promotor500","H3K18ac",11.3207547169811,-20,"Low Expression","clusteredNLRs_Leaf"
"274","Gene20","H3-3",41.5094339622642,20,"Low Expression","clusteredNLRs_Leaf"
"275","Gene20","H3K9me2",1.88679245283019,20,"Low Expression","clusteredNLRs_Leaf"
"276","Gene20","H3K27me3",15.0943396226415,20,"Low Expression","clusteredNLRs_Leaf"
"277","Gene20","H2A-Z",73.5849056603774,20,"Low Expression","clusteredNLRs_Leaf"
"278","Gene20","H2AK121ub",49.0566037735849,20,"Low Expression","clusteredNLRs_Leaf"
"279","Gene20","H3ac",0,20,"Low Expression","clusteredNLRs_Leaf"
"280","Gene20","H3K4me3",84.9056603773585,20,"Low Expression","clusteredNLRs_Leaf"
"281","Gene20","H3K36me3",71.6981132075472,20,"Low Expression","clusteredNLRs_Leaf"
"282","Gene20","H3K27ac",62.2641509433962,20,"Low Expression","clusteredNLRs_Leaf"
"283","Gene20","H4K5ac",66.0377358490566,20,"Low Expression","clusteredNLRs_Leaf"
"284","Gene20","H4K8ac",66.0377358490566,20,"Low Expression","clusteredNLRs_Leaf"
"285","Gene20","H3-1",30.188679245283,20,"Low Expression","clusteredNLRs_Leaf"
"286","Gene20","H3K9ac",86.7924528301887,20,"Low Expression","clusteredNLRs_Leaf"
"287","Gene20","H4K12ac",58.4905660377358,20,"Low Expression","clusteredNLRs_Leaf"
"288","Gene20","H3K27me1",26.4150943396226,20,"Low Expression","clusteredNLRs_Leaf"
"289","Gene20","H4K16ac",62.2641509433962,20,"Low Expression","clusteredNLRs_Leaf"
"290","Gene20","H3K14ac",56.6037735849057,20,"Low Expression","clusteredNLRs_Leaf"
"291","Gene20","H2A",33.9622641509434,20,"Low Expression","clusteredNLRs_Leaf"
"292","Gene20","H3",20.7547169811321,20,"Low Expression","clusteredNLRs_Leaf"
"293","Gene20","H2A-X",9.43396226415094,20,"Low Expression","clusteredNLRs_Leaf"
