"","Region","Modification","Frequency","n","axisGroup","Expression","SampleGenes"
"6403","Gene40","H3",34.1463414634146,14,40,"Low Expression","control5_Leaf"
"6404","Gene40","H2A-X",17.0731707317073,7,40,"Low Expression","control5_Leaf"
"6405","Gene40","H3K18ac",21.9512195121951,9,40,"Low Expression","control5_Leaf"
"6406","Gene60","H3-3",87.8048780487805,36,60,"Low Expression","control5_Leaf"
"6407","Gene60","H3K9me2",0,0,60,"Low Expression","control5_Leaf"
"6408","Gene60","H3K27me3",14.6341463414634,6,60,"Low Expression","control5_Leaf"
"6409","Gene60","H2A-Z",29.2682926829268,12,60,"Low Expression","control5_Leaf"
"6410","Gene60","H2AK121ub",19.5121951219512,8,60,"Low Expression","control5_Leaf"
"6411","Gene60","H3ac",0,0,60,"Low Expression","control5_Leaf"
"6412","Gene60","H3K4me3",90.2439024390244,37,60,"Low Expression","control5_Leaf"
"6413","Gene60","H3K36me3",87.8048780487805,36,60,"Low Expression","control5_Leaf"
"6414","Gene60","H3K27ac",29.2682926829268,12,60,"Low Expression","control5_Leaf"
"6415","Gene60","H4K5ac",14.6341463414634,6,60,"Low Expression","control5_Leaf"
"6416","Gene60","H4K8ac",24.390243902439,10,60,"Low Expression","control5_Leaf"
"6417","Gene60","H3-1",58.5365853658537,24,60,"Low Expression","control5_Leaf"
"6418","Gene60","H3K9ac",60.9756097560976,25,60,"Low Expression","control5_Leaf"
"6419","Gene60","H4K12ac",21.9512195121951,9,60,"Low Expression","control5_Leaf"
"6420","Gene60","H3K27me1",53.6585365853659,22,60,"Low Expression","control5_Leaf"
"6421","Gene60","H4K16ac",39.0243902439024,16,60,"Low Expression","control5_Leaf"
"6422","Gene60","H3K14ac",43.9024390243902,18,60,"Low Expression","control5_Leaf"
"6423","Gene60","H2A",75.609756097561,31,60,"Low Expression","control5_Leaf"
"6424","Gene60","H3",31.7073170731707,13,60,"Low Expression","control5_Leaf"
"6425","Gene60","H2A-X",31.7073170731707,13,60,"Low Expression","control5_Leaf"
"6426","Gene60","H3K18ac",7.31707317073171,3,60,"Low Expression","control5_Leaf"
"6427","Gene80","H3-3",92.6829268292683,38,80,"Low Expression","control5_Leaf"
"6428","Gene80","H3K9me2",0,0,80,"Low Expression","control5_Leaf"
"6429","Gene80","H3K27me3",14.6341463414634,6,80,"Low Expression","control5_Leaf"
"6430","Gene80","H2A-Z",34.1463414634146,14,80,"Low Expression","control5_Leaf"
"6431","Gene80","H2AK121ub",19.5121951219512,8,80,"Low Expression","control5_Leaf"
"6432","Gene80","H3ac",0,0,80,"Low Expression","control5_Leaf"
"6433","Gene80","H3K4me3",63.4146341463415,26,80,"Low Expression","control5_Leaf"
"6434","Gene80","H3K36me3",70.7317073170732,29,80,"Low Expression","control5_Leaf"
"6435","Gene80","H3K27ac",19.5121951219512,8,80,"Low Expression","control5_Leaf"
"6436","Gene80","H4K5ac",7.31707317073171,3,80,"Low Expression","control5_Leaf"
"6437","Gene80","H4K8ac",12.1951219512195,5,80,"Low Expression","control5_Leaf"
"6438","Gene80","H3-1",48.780487804878,20,80,"Low Expression","control5_Leaf"
"6439","Gene80","H3K9ac",36.5853658536585,15,80,"Low Expression","control5_Leaf"
"6440","Gene80","H4K12ac",12.1951219512195,5,80,"Low Expression","control5_Leaf"
"6441","Gene80","H3K27me1",48.780487804878,20,80,"Low Expression","control5_Leaf"
"6442","Gene80","H4K16ac",31.7073170731707,13,80,"Low Expression","control5_Leaf"
"6443","Gene80","H3K14ac",36.5853658536585,15,80,"Low Expression","control5_Leaf"
"6444","Gene80","H2A",73.1707317073171,30,80,"Low Expression","control5_Leaf"
"6445","Gene80","H3",26.8292682926829,11,80,"Low Expression","control5_Leaf"
"6446","Gene80","H2A-X",36.5853658536585,15,80,"Low Expression","control5_Leaf"
"6447","Gene80","H3K18ac",2.4390243902439,1,80,"Low Expression","control5_Leaf"
"6448","Gene100","H3-3",87.8048780487805,36,100,"Low Expression","control5_Leaf"
"6449","Gene100","H3K9me2",0,0,100,"Low Expression","control5_Leaf"
"6450","Gene100","H3K27me3",12.1951219512195,5,100,"Low Expression","control5_Leaf"
"6451","Gene100","H2A-Z",41.4634146341463,17,100,"Low Expression","control5_Leaf"
"6452","Gene100","H2AK121ub",17.0731707317073,7,100,"Low Expression","control5_Leaf"
"6453","Gene100","H3ac",0,0,100,"Low Expression","control5_Leaf"
"6454","Gene100","H3K4me3",34.1463414634146,14,100,"Low Expression","control5_Leaf"
"6455","Gene100","H3K36me3",26.8292682926829,11,100,"Low Expression","control5_Leaf"
"6456","Gene100","H3K27ac",7.31707317073171,3,100,"Low Expression","control5_Leaf"
"6457","Gene100","H4K5ac",4.8780487804878,2,100,"Low Expression","control5_Leaf"
"6458","Gene100","H4K8ac",4.8780487804878,2,100,"Low Expression","control5_Leaf"
"6459","Gene100","H3-1",24.390243902439,10,100,"Low Expression","control5_Leaf"
"6460","Gene100","H3K9ac",31.7073170731707,13,100,"Low Expression","control5_Leaf"
"6461","Gene100","H4K12ac",9.75609756097561,4,100,"Low Expression","control5_Leaf"
"6462","Gene100","H3K27me1",41.4634146341463,17,100,"Low Expression","control5_Leaf"
"6463","Gene100","H4K16ac",26.8292682926829,11,100,"Low Expression","control5_Leaf"
"6464","Gene100","H3K14ac",19.5121951219512,8,100,"Low Expression","control5_Leaf"
"6465","Gene100","H2A",65.8536585365854,27,100,"Low Expression","control5_Leaf"
"6466","Gene100","H3",2.4390243902439,1,100,"Low Expression","control5_Leaf"
"6467","Gene100","H2A-X",21.9512195121951,9,100,"Low Expression","control5_Leaf"
"6468","Gene100","H3K18ac",0,0,100,"Low Expression","control5_Leaf"
"6469","Downstream","H3-3",46.3414634146341,19,120,"Low Expression","control5_Leaf"
"6470","Downstream","H3K9me2",0,0,120,"Low Expression","control5_Leaf"
"6471","Downstream","H3K27me3",9.75609756097561,4,120,"Low Expression","control5_Leaf"
"6472","Downstream","H2A-Z",36.5853658536585,15,120,"Low Expression","control5_Leaf"
"6473","Downstream","H2AK121ub",21.9512195121951,9,120,"Low Expression","control5_Leaf"
"6474","Downstream","H3ac",0,0,120,"Low Expression","control5_Leaf"
"6475","Downstream","H3K4me3",17.0731707317073,7,120,"Low Expression","control5_Leaf"
"6476","Downstream","H3K36me3",7.31707317073171,3,120,"Low Expression","control5_Leaf"
"6477","Downstream","H3K27ac",4.8780487804878,2,120,"Low Expression","control5_Leaf"
"6478","Downstream","H4K5ac",7.31707317073171,3,120,"Low Expression","control5_Leaf"
"6479","Downstream","H4K8ac",7.31707317073171,3,120,"Low Expression","control5_Leaf"
"6480","Downstream","H3-1",2.4390243902439,1,120,"Low Expression","control5_Leaf"
"6481","Downstream","H3K9ac",14.6341463414634,6,120,"Low Expression","control5_Leaf"
"6482","Downstream","H4K12ac",7.31707317073171,3,120,"Low Expression","control5_Leaf"
"6483","Downstream","H3K27me1",9.75609756097561,4,120,"Low Expression","control5_Leaf"
"6484","Downstream","H4K16ac",7.31707317073171,3,120,"Low Expression","control5_Leaf"
"6485","Downstream","H3K14ac",2.4390243902439,1,120,"Low Expression","control5_Leaf"
"6486","Downstream","H2A",14.6341463414634,6,120,"Low Expression","control5_Leaf"
"6487","Downstream","H3",0,0,120,"Low Expression","control5_Leaf"
"6488","Downstream","H2A-X",4.8780487804878,2,120,"Low Expression","control5_Leaf"
"6489","Downstream","H3K18ac",0,0,120,"Low Expression","control5_Leaf"
"6490","DownstreamIntergenic","H3-3",9.75609756097561,4,140,"Low Expression","control5_Leaf"
"6491","DownstreamIntergenic","H3K9me2",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6492","DownstreamIntergenic","H3K27me3",9.75609756097561,4,140,"Low Expression","control5_Leaf"
"6493","DownstreamIntergenic","H2A-Z",14.6341463414634,6,140,"Low Expression","control5_Leaf"
"6494","DownstreamIntergenic","H2AK121ub",9.75609756097561,4,140,"Low Expression","control5_Leaf"
"6495","DownstreamIntergenic","H3ac",0,0,140,"Low Expression","control5_Leaf"
"6496","DownstreamIntergenic","H3K4me3",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6497","DownstreamIntergenic","H3K36me3",0,0,140,"Low Expression","control5_Leaf"
"6498","DownstreamIntergenic","H3K27ac",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6499","DownstreamIntergenic","H4K5ac",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6500","DownstreamIntergenic","H4K8ac",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6501","DownstreamIntergenic","H3-1",0,0,140,"Low Expression","control5_Leaf"
"6502","DownstreamIntergenic","H3K9ac",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6503","DownstreamIntergenic","H4K12ac",0,0,140,"Low Expression","control5_Leaf"
"6504","DownstreamIntergenic","H3K27me1",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6505","DownstreamIntergenic","H4K16ac",0,0,140,"Low Expression","control5_Leaf"
"6506","DownstreamIntergenic","H3K14ac",0,0,140,"Low Expression","control5_Leaf"
"6507","DownstreamIntergenic","H2A",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6508","DownstreamIntergenic","H3",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6509","DownstreamIntergenic","H2A-X",0,0,140,"Low Expression","control5_Leaf"
"6510","DownstreamIntergenic","H3K18ac",2.4390243902439,1,140,"Low Expression","control5_Leaf"
"6511","UpstreamIntergenic","H3-3",0,0,-60,"Intermediate Expression","control5_Leaf"
"6512","UpstreamIntergenic","H3K9me2",0,0,-60,"Intermediate Expression","control5_Leaf"
"6513","UpstreamIntergenic","H3K27me3",16.6666666666667,1,-60,"Intermediate Expression","control5_Leaf"
"6514","UpstreamIntergenic","H2A-Z",16.6666666666667,1,-60,"Intermediate Expression","control5_Leaf"
"6515","UpstreamIntergenic","H2AK121ub",16.6666666666667,1,-60,"Intermediate Expression","control5_Leaf"
"6516","UpstreamIntergenic","H3ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6517","UpstreamIntergenic","H3K4me3",0,0,-60,"Intermediate Expression","control5_Leaf"
"6518","UpstreamIntergenic","H3K36me3",0,0,-60,"Intermediate Expression","control5_Leaf"
"6519","UpstreamIntergenic","H3K27ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6520","UpstreamIntergenic","H4K5ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6521","UpstreamIntergenic","H4K8ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6522","UpstreamIntergenic","H3-1",0,0,-60,"Intermediate Expression","control5_Leaf"
"6523","UpstreamIntergenic","H3K9ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6524","UpstreamIntergenic","H4K12ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6525","UpstreamIntergenic","H3K27me1",0,0,-60,"Intermediate Expression","control5_Leaf"
"6526","UpstreamIntergenic","H4K16ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6527","UpstreamIntergenic","H3K14ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6528","UpstreamIntergenic","H2A",0,0,-60,"Intermediate Expression","control5_Leaf"
"6529","UpstreamIntergenic","H3",0,0,-60,"Intermediate Expression","control5_Leaf"
"6530","UpstreamIntergenic","H2A-X",0,0,-60,"Intermediate Expression","control5_Leaf"
"6531","UpstreamIntergenic","H3K18ac",0,0,-60,"Intermediate Expression","control5_Leaf"
"6532","Promotor1000","H3-3",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6533","Promotor1000","H3K9me2",0,0,-40,"Intermediate Expression","control5_Leaf"
"6534","Promotor1000","H3K27me3",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6535","Promotor1000","H2A-Z",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6536","Promotor1000","H2AK121ub",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6537","Promotor1000","H3ac",0,0,-40,"Intermediate Expression","control5_Leaf"
"6538","Promotor1000","H3K4me3",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6539","Promotor1000","H3K36me3",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6540","Promotor1000","H3K27ac",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6541","Promotor1000","H4K5ac",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6542","Promotor1000","H4K8ac",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6543","Promotor1000","H3-1",0,0,-40,"Intermediate Expression","control5_Leaf"
"6544","Promotor1000","H3K9ac",33.3333333333333,2,-40,"Intermediate Expression","control5_Leaf"
"6545","Promotor1000","H4K12ac",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6546","Promotor1000","H3K27me1",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6547","Promotor1000","H4K16ac",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6548","Promotor1000","H3K14ac",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6549","Promotor1000","H2A",16.6666666666667,1,-40,"Intermediate Expression","control5_Leaf"
"6550","Promotor1000","H3",0,0,-40,"Intermediate Expression","control5_Leaf"
"6551","Promotor1000","H2A-X",0,0,-40,"Intermediate Expression","control5_Leaf"
"6552","Promotor1000","H3K18ac",0,0,-40,"Intermediate Expression","control5_Leaf"
"6553","Promotor500","H3-3",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6554","Promotor500","H3K9me2",0,0,-20,"Intermediate Expression","control5_Leaf"
"6555","Promotor500","H3K27me3",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6556","Promotor500","H2A-Z",83.3333333333333,5,-20,"Intermediate Expression","control5_Leaf"
"6557","Promotor500","H2AK121ub",33.3333333333333,2,-20,"Intermediate Expression","control5_Leaf"
"6558","Promotor500","H3ac",0,0,-20,"Intermediate Expression","control5_Leaf"
"6559","Promotor500","H3K4me3",66.6666666666667,4,-20,"Intermediate Expression","control5_Leaf"
"6560","Promotor500","H3K36me3",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6561","Promotor500","H3K27ac",33.3333333333333,2,-20,"Intermediate Expression","control5_Leaf"
"6562","Promotor500","H4K5ac",50,3,-20,"Intermediate Expression","control5_Leaf"
"6563","Promotor500","H4K8ac",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6564","Promotor500","H3-1",0,0,-20,"Intermediate Expression","control5_Leaf"
"6565","Promotor500","H3K9ac",83.3333333333333,5,-20,"Intermediate Expression","control5_Leaf"
"6566","Promotor500","H4K12ac",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6567","Promotor500","H3K27me1",0,0,-20,"Intermediate Expression","control5_Leaf"
"6568","Promotor500","H4K16ac",16.6666666666667,1,-20,"Intermediate Expression","control5_Leaf"
"6569","Promotor500","H3K14ac",33.3333333333333,2,-20,"Intermediate Expression","control5_Leaf"
"6570","Promotor500","H2A",0,0,-20,"Intermediate Expression","control5_Leaf"
"6571","Promotor500","H3",0,0,-20,"Intermediate Expression","control5_Leaf"
"6572","Promotor500","H2A-X",0,0,-20,"Intermediate Expression","control5_Leaf"
"6573","Promotor500","H3K18ac",0,0,-20,"Intermediate Expression","control5_Leaf"
"6574","Gene20","H3-3",16.6666666666667,1,20,"Intermediate Expression","control5_Leaf"
"6575","Gene20","H3K9me2",0,0,20,"Intermediate Expression","control5_Leaf"
"6576","Gene20","H3K27me3",50,3,20,"Intermediate Expression","control5_Leaf"
"6577","Gene20","H2A-Z",83.3333333333333,5,20,"Intermediate Expression","control5_Leaf"
"6578","Gene20","H2AK121ub",50,3,20,"Intermediate Expression","control5_Leaf"
"6579","Gene20","H3ac",0,0,20,"Intermediate Expression","control5_Leaf"
"6580","Gene20","H3K4me3",100,6,20,"Intermediate Expression","control5_Leaf"
"6581","Gene20","H3K36me3",66.6666666666667,4,20,"Intermediate Expression","control5_Leaf"
"6582","Gene20","H3K27ac",83.3333333333333,5,20,"Intermediate Expression","control5_Leaf"
"6583","Gene20","H4K5ac",83.3333333333333,5,20,"Intermediate Expression","control5_Leaf"
"6584","Gene20","H4K8ac",66.6666666666667,4,20,"Intermediate Expression","control5_Leaf"
"6585","Gene20","H3-1",0,0,20,"Intermediate Expression","control5_Leaf"
"6586","Gene20","H3K9ac",100,6,20,"Intermediate Expression","control5_Leaf"
"6587","Gene20","H4K12ac",83.3333333333333,5,20,"Intermediate Expression","control5_Leaf"
"6588","Gene20","H3K27me1",0,0,20,"Intermediate Expression","control5_Leaf"
"6589","Gene20","H4K16ac",50,3,20,"Intermediate Expression","control5_Leaf"
"6590","Gene20","H3K14ac",66.6666666666667,4,20,"Intermediate Expression","control5_Leaf"
"6591","Gene20","H2A",50,3,20,"Intermediate Expression","control5_Leaf"
"6592","Gene20","H3",16.6666666666667,1,20,"Intermediate Expression","control5_Leaf"
"6593","Gene20","H2A-X",0,0,20,"Intermediate Expression","control5_Leaf"
"6594","Gene20","H3K18ac",33.3333333333333,2,20,"Intermediate Expression","control5_Leaf"
"6595","Gene40","H3-3",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6596","Gene40","H3K9me2",0,0,40,"Intermediate Expression","control5_Leaf"
"6597","Gene40","H3K27me3",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6598","Gene40","H2A-Z",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6599","Gene40","H2AK121ub",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6600","Gene40","H3ac",0,0,40,"Intermediate Expression","control5_Leaf"
"6601","Gene40","H3K4me3",100,6,40,"Intermediate Expression","control5_Leaf"
"6602","Gene40","H3K36me3",83.3333333333333,5,40,"Intermediate Expression","control5_Leaf"
"6603","Gene40","H3K27ac",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6604","Gene40","H4K5ac",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6605","Gene40","H4K8ac",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6606","Gene40","H3-1",16.6666666666667,1,40,"Intermediate Expression","control5_Leaf"
"6607","Gene40","H3K9ac",100,6,40,"Intermediate Expression","control5_Leaf"
"6608","Gene40","H4K12ac",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6609","Gene40","H3K27me1",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6610","Gene40","H4K16ac",66.6666666666667,4,40,"Intermediate Expression","control5_Leaf"
"6611","Gene40","H3K14ac",83.3333333333333,5,40,"Intermediate Expression","control5_Leaf"
"6612","Gene40","H2A",83.3333333333333,5,40,"Intermediate Expression","control5_Leaf"
"6613","Gene40","H3",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6614","Gene40","H2A-X",16.6666666666667,1,40,"Intermediate Expression","control5_Leaf"
"6615","Gene40","H3K18ac",33.3333333333333,2,40,"Intermediate Expression","control5_Leaf"
"6616","Gene60","H3-3",100,6,60,"Intermediate Expression","control5_Leaf"
"6617","Gene60","H3K9me2",0,0,60,"Intermediate Expression","control5_Leaf"
"6618","Gene60","H3K27me3",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6619","Gene60","H2A-Z",33.3333333333333,2,60,"Intermediate Expression","control5_Leaf"
"6620","Gene60","H2AK121ub",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6621","Gene60","H3ac",0,0,60,"Intermediate Expression","control5_Leaf"
"6622","Gene60","H3K4me3",83.3333333333333,5,60,"Intermediate Expression","control5_Leaf"
"6623","Gene60","H3K36me3",83.3333333333333,5,60,"Intermediate Expression","control5_Leaf"
"6624","Gene60","H3K27ac",50,3,60,"Intermediate Expression","control5_Leaf"
"6625","Gene60","H4K5ac",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6626","Gene60","H4K8ac",33.3333333333333,2,60,"Intermediate Expression","control5_Leaf"
"6627","Gene60","H3-1",50,3,60,"Intermediate Expression","control5_Leaf"
"6628","Gene60","H3K9ac",83.3333333333333,5,60,"Intermediate Expression","control5_Leaf"
"6629","Gene60","H4K12ac",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6630","Gene60","H3K27me1",50,3,60,"Intermediate Expression","control5_Leaf"
"6631","Gene60","H4K16ac",50,3,60,"Intermediate Expression","control5_Leaf"
"6632","Gene60","H3K14ac",66.6666666666667,4,60,"Intermediate Expression","control5_Leaf"
"6633","Gene60","H2A",83.3333333333333,5,60,"Intermediate Expression","control5_Leaf"
"6634","Gene60","H3",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6635","Gene60","H2A-X",33.3333333333333,2,60,"Intermediate Expression","control5_Leaf"
"6636","Gene60","H3K18ac",16.6666666666667,1,60,"Intermediate Expression","control5_Leaf"
"6637","Gene80","H3-3",100,6,80,"Intermediate Expression","control5_Leaf"
"6638","Gene80","H3K9me2",0,0,80,"Intermediate Expression","control5_Leaf"
"6639","Gene80","H3K27me3",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6640","Gene80","H2A-Z",50,3,80,"Intermediate Expression","control5_Leaf"
"6641","Gene80","H2AK121ub",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6642","Gene80","H3ac",0,0,80,"Intermediate Expression","control5_Leaf"
"6643","Gene80","H3K4me3",83.3333333333333,5,80,"Intermediate Expression","control5_Leaf"
"6644","Gene80","H3K36me3",83.3333333333333,5,80,"Intermediate Expression","control5_Leaf"
"6645","Gene80","H3K27ac",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6646","Gene80","H4K5ac",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6647","Gene80","H4K8ac",33.3333333333333,2,80,"Intermediate Expression","control5_Leaf"
"6648","Gene80","H3-1",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6649","Gene80","H3K9ac",66.6666666666667,4,80,"Intermediate Expression","control5_Leaf"
"6650","Gene80","H4K12ac",33.3333333333333,2,80,"Intermediate Expression","control5_Leaf"
"6651","Gene80","H3K27me1",50,3,80,"Intermediate Expression","control5_Leaf"
"6652","Gene80","H4K16ac",66.6666666666667,4,80,"Intermediate Expression","control5_Leaf"
"6653","Gene80","H3K14ac",66.6666666666667,4,80,"Intermediate Expression","control5_Leaf"
"6654","Gene80","H2A",66.6666666666667,4,80,"Intermediate Expression","control5_Leaf"
"6655","Gene80","H3",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6656","Gene80","H2A-X",33.3333333333333,2,80,"Intermediate Expression","control5_Leaf"
"6657","Gene80","H3K18ac",16.6666666666667,1,80,"Intermediate Expression","control5_Leaf"
"6658","Gene100","H3-3",100,6,100,"Intermediate Expression","control5_Leaf"
"6659","Gene100","H3K9me2",0,0,100,"Intermediate Expression","control5_Leaf"
"6660","Gene100","H3K27me3",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6661","Gene100","H2A-Z",50,3,100,"Intermediate Expression","control5_Leaf"
"6662","Gene100","H2AK121ub",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6663","Gene100","H3ac",0,0,100,"Intermediate Expression","control5_Leaf"
"6664","Gene100","H3K4me3",33.3333333333333,2,100,"Intermediate Expression","control5_Leaf"
"6665","Gene100","H3K36me3",66.6666666666667,4,100,"Intermediate Expression","control5_Leaf"
"6666","Gene100","H3K27ac",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6667","Gene100","H4K5ac",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6668","Gene100","H4K8ac",33.3333333333333,2,100,"Intermediate Expression","control5_Leaf"
"6669","Gene100","H3-1",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6670","Gene100","H3K9ac",50,3,100,"Intermediate Expression","control5_Leaf"
"6671","Gene100","H4K12ac",33.3333333333333,2,100,"Intermediate Expression","control5_Leaf"
"6672","Gene100","H3K27me1",50,3,100,"Intermediate Expression","control5_Leaf"
"6673","Gene100","H4K16ac",66.6666666666667,4,100,"Intermediate Expression","control5_Leaf"
"6674","Gene100","H3K14ac",50,3,100,"Intermediate Expression","control5_Leaf"
"6675","Gene100","H2A",66.6666666666667,4,100,"Intermediate Expression","control5_Leaf"
"6676","Gene100","H3",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6677","Gene100","H2A-X",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6678","Gene100","H3K18ac",16.6666666666667,1,100,"Intermediate Expression","control5_Leaf"
"6679","Downstream","H3-3",66.6666666666667,4,120,"Intermediate Expression","control5_Leaf"
"6680","Downstream","H3K9me2",0,0,120,"Intermediate Expression","control5_Leaf"
"6681","Downstream","H3K27me3",33.3333333333333,2,120,"Intermediate Expression","control5_Leaf"
"6682","Downstream","H2A-Z",33.3333333333333,2,120,"Intermediate Expression","control5_Leaf"
"6683","Downstream","H2AK121ub",0,0,120,"Intermediate Expression","control5_Leaf"
"6684","Downstream","H3ac",0,0,120,"Intermediate Expression","control5_Leaf"
"6685","Downstream","H3K4me3",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6686","Downstream","H3K36me3",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6687","Downstream","H3K27ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6688","Downstream","H4K5ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6689","Downstream","H4K8ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6690","Downstream","H3-1",0,0,120,"Intermediate Expression","control5_Leaf"
"6691","Downstream","H3K9ac",33.3333333333333,2,120,"Intermediate Expression","control5_Leaf"
"6692","Downstream","H4K12ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6693","Downstream","H3K27me1",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6694","Downstream","H4K16ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6695","Downstream","H3K14ac",16.6666666666667,1,120,"Intermediate Expression","control5_Leaf"
"6696","Downstream","H2A",0,0,120,"Intermediate Expression","control5_Leaf"
"6697","Downstream","H3",0,0,120,"Intermediate Expression","control5_Leaf"
"6698","Downstream","H2A-X",0,0,120,"Intermediate Expression","control5_Leaf"
"6699","Downstream","H3K18ac",0,0,120,"Intermediate Expression","control5_Leaf"
"6700","DownstreamIntergenic","H3-3",16.6666666666667,1,140,"Intermediate Expression","control5_Leaf"
"6701","DownstreamIntergenic","H3K9me2",0,0,140,"Intermediate Expression","control5_Leaf"
"6702","DownstreamIntergenic","H3K27me3",16.6666666666667,1,140,"Intermediate Expression","control5_Leaf"
"6703","DownstreamIntergenic","H2A-Z",33.3333333333333,2,140,"Intermediate Expression","control5_Leaf"
"6704","DownstreamIntergenic","H2AK121ub",16.6666666666667,1,140,"Intermediate Expression","control5_Leaf"
"6705","DownstreamIntergenic","H3ac",0,0,140,"Intermediate Expression","control5_Leaf"
"6706","DownstreamIntergenic","H3K4me3",0,0,140,"Intermediate Expression","control5_Leaf"
"6707","DownstreamIntergenic","H3K36me3",0,0,140,"Intermediate Expression","control5_Leaf"
"6708","DownstreamIntergenic","H3K27ac",0,0,140,"Intermediate Expression","control5_Leaf"
"6709","DownstreamIntergenic","H4K5ac",0,0,140,"Intermediate Expression","control5_Leaf"
"6710","DownstreamIntergenic","H4K8ac",0,0,140,"Intermediate Expression","control5_Leaf"
"6711","DownstreamIntergenic","H3-1",0,0,140,"Intermediate Expression","control5_Leaf"
"6712","DownstreamIntergenic","H3K9ac",16.6666666666667,1,140,"Intermediate Expression","control5_Leaf"
"6713","DownstreamIntergenic","H4K12ac",0,0,140,"Intermediate Expression","control5_Leaf"
