"","Region","Modification","Proportion","axisGroup","Expression","SampleGenes"
"30878","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30879","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30880","DownstreamIntergenic","H3-3",0.207593891869583,140,"No Expression","control6_Seedling"
"30881","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30882","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30883","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30884","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30885","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30886","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30887","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30888","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30889","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30890","DownstreamIntergenic","H3-3",0,140,"No Expression","control6_Seedling"
"30891","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30892","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30893","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30894","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30895","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30896","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30897","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30898","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30899","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30900","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30901","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30902","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30903","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30904","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30905","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30906","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30907","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30908","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30909","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30910","DownstreamIntergenic","H3K9me2",0.319872958257713,140,"No Expression","control6_Seedling"
"30911","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30912","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30913","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30914","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30915","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30916","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30917","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30918","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30919","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30920","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30921","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30922","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30923","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30924","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30925","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30926","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30927","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30928","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30929","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30930","DownstreamIntergenic","H3K9me2",0.0381959430297799,140,"No Expression","control6_Seedling"
"30931","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30932","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30933","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30934","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30935","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30936","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30937","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30938","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30939","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30940","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30941","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30942","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30943","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30944","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30945","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30946","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30947","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30948","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30949","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30950","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30951","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30952","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30953","DownstreamIntergenic","H3K9me2",0.418121613485852,140,"No Expression","control6_Seedling"
"30954","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30955","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30956","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30957","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30958","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30959","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30960","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30961","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30962","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30963","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30964","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30965","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30966","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30967","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30968","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30969","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30970","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30971","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30972","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30973","DownstreamIntergenic","H3K9me2",0,140,"No Expression","control6_Seedling"
"30974","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30975","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30976","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30977","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30978","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30979","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30980","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30981","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30982","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"30983","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30984","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30985","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30986","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30987","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"30988","DownstreamIntergenic","H3K27me3",0.825433526011561,140,"No Expression","control6_Seedling"
"30989","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30990","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30991","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30992","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30993","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30994","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30995","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30996","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30997","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30998","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"30999","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31000","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31001","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31002","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31003","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31004","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31005","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31006","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31007","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31008","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31009","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31010","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31011","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31012","DownstreamIntergenic","H3K27me3",0.150088809946714,140,"No Expression","control6_Seedling"
"31013","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31014","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31015","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31016","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31017","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31018","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31019","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31020","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31021","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31022","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31023","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31024","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31025","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31026","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31027","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31028","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31029","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31030","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31031","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31032","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31033","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31034","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31035","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31036","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31037","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31038","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31039","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31040","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31041","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31042","DownstreamIntergenic","H3K27me3",0.978651685393258,140,"No Expression","control6_Seedling"
"31043","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31044","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31045","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31046","DownstreamIntergenic","H3K27me3",0.0342550557160545,140,"No Expression","control6_Seedling"
"31047","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31048","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31049","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31050","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31051","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31052","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31053","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31054","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31055","DownstreamIntergenic","H3K27me3",1,140,"No Expression","control6_Seedling"
"31056","DownstreamIntergenic","H3K27me3",0,140,"No Expression","control6_Seedling"
"31057","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31058","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31059","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31060","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31061","DownstreamIntergenic","H2A-Z",0.244956772334294,140,"No Expression","control6_Seedling"
"31062","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31063","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31064","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31065","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31066","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31067","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31068","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31069","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31070","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31071","DownstreamIntergenic","H2A-Z",0.783815028901734,140,"No Expression","control6_Seedling"
"31072","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31073","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31074","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31075","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31076","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31077","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31078","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31079","DownstreamIntergenic","H2A-Z",0.528974739970282,140,"No Expression","control6_Seedling"
"31080","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31081","DownstreamIntergenic","H2A-Z",0.00512820512820513,140,"No Expression","control6_Seedling"
"31082","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31083","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31084","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31085","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31086","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31087","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31088","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31089","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31090","DownstreamIntergenic","H2A-Z",0.0117508813160987,140,"No Expression","control6_Seedling"
"31091","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31092","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31093","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31094","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31095","DownstreamIntergenic","H2A-Z",0.201598579040853,140,"No Expression","control6_Seedling"
"31096","DownstreamIntergenic","H2A-Z",0.393396633577902,140,"No Expression","control6_Seedling"
"31097","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31098","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31099","DownstreamIntergenic","H2A-Z",0.239263803680982,140,"No Expression","control6_Seedling"
"31100","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31101","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31102","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31103","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31104","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31105","DownstreamIntergenic","H2A-Z",0.712882096069869,140,"No Expression","control6_Seedling"
"31106","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31107","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31108","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31109","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31110","DownstreamIntergenic","H2A-Z",0.163887943745038,140,"No Expression","control6_Seedling"
"31111","DownstreamIntergenic","H2A-Z",0.140146878824969,140,"No Expression","control6_Seedling"
"31112","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31113","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31114","DownstreamIntergenic","H2A-Z",0.693693693693694,140,"No Expression","control6_Seedling"
"31115","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31116","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31117","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31118","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31119","DownstreamIntergenic","H2A-Z",0.152317880794702,140,"No Expression","control6_Seedling"
"31120","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31121","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31122","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31123","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31124","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31125","DownstreamIntergenic","H2A-Z",0.471910112359551,140,"No Expression","control6_Seedling"
"31126","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31127","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31128","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31129","DownstreamIntergenic","H2A-Z",0.918695831613702,140,"No Expression","control6_Seedling"
"31130","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31131","DownstreamIntergenic","H2A-Z",0.894129979035639,140,"No Expression","control6_Seedling"
"31132","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31133","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31134","DownstreamIntergenic","H2A-Z",1,140,"No Expression","control6_Seedling"
"31135","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31136","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31137","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31138","DownstreamIntergenic","H2A-Z",0.293729372937294,140,"No Expression","control6_Seedling"
"31139","DownstreamIntergenic","H2A-Z",0,140,"No Expression","control6_Seedling"
"31140","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31141","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31142","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31143","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31144","DownstreamIntergenic","H2AK121ub",1,140,"No Expression","control6_Seedling"
"31145","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31146","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31147","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31148","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31149","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31150","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31151","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31152","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31153","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31154","DownstreamIntergenic","H2AK121ub",1,140,"No Expression","control6_Seedling"
"31155","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31156","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31157","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31158","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31159","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31160","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31161","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31162","DownstreamIntergenic","H2AK121ub",0.484398216939079,140,"No Expression","control6_Seedling"
"31163","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31164","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31165","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31166","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31167","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31168","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31169","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31170","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31171","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31172","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31173","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31174","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31175","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31176","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31177","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31178","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31179","DownstreamIntergenic","H2AK121ub",0.302330599913681,140,"No Expression","control6_Seedling"
"31180","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31181","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31182","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31183","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31184","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31185","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31186","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31187","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31188","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31189","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31190","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31191","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31192","DownstreamIntergenic","H2AK121ub",0.652665589660743,140,"No Expression","control6_Seedling"
"31193","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31194","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31195","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31196","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31197","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31198","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31199","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31200","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31201","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31202","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31203","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31204","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31205","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31206","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31207","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31208","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31209","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31210","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31211","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
"31212","DownstreamIntergenic","H2AK121ub",0,140,"No Expression","control6_Seedling"
