"","Region","Modification","Frequency","axisGroup","Expression","dataToAnalyse"
"326","Gene60","H4K8ac",31.404958677686,60,"Low Expression","control1_seedlings"
"327","Gene60","H3-1",57.0247933884297,60,"Low Expression","control1_seedlings"
"328","Gene60","H3K9ac",43.801652892562,60,"Low Expression","control1_seedlings"
"329","Gene60","H4K12ac",28.9256198347107,60,"Low Expression","control1_seedlings"
"330","Gene60","H3K27me1",0,60,"Low Expression","control1_seedlings"
"331","Gene60","H4K16ac",37.1900826446281,60,"Low Expression","control1_seedlings"
"332","Gene60","H3K14ac",42.1487603305785,60,"Low Expression","control1_seedlings"
"333","Gene60","H2A",0,60,"Low Expression","control1_seedlings"
"334","Gene60","H3",28.9256198347107,60,"Low Expression","control1_seedlings"
"335","Gene60","H2A-X",0,60,"Low Expression","control1_seedlings"
"336","Gene60","H3K18ac",14.0495867768595,60,"Low Expression","control1_seedlings"
"337","Gene80","H3-3",85.1239669421488,80,"Low Expression","control1_seedlings"
"338","Gene80","H3K9me2",0,80,"Low Expression","control1_seedlings"
"339","Gene80","H3K27me3",17.3553719008264,80,"Low Expression","control1_seedlings"
"340","Gene80","H2A-Z",49.5867768595041,80,"Low Expression","control1_seedlings"
"341","Gene80","H2AK121ub",24.7933884297521,80,"Low Expression","control1_seedlings"
"342","Gene80","H3ac",0,80,"Low Expression","control1_seedlings"
"343","Gene80","H3K4me3",61.9834710743802,80,"Low Expression","control1_seedlings"
